Date,Flow
6/30/1973,25.95
7/1/1973,25.97
7/2/1973,44.9
7/3/1973,32.14
7/4/1973,29.19
7/5/1973,26.75
7/6/1973,25.18
7/7/1973,23.9
7/8/1973,23.05
7/9/1973,22.74
7/10/1973,22.5
7/11/1973,21.48
7/12/1973,20.59
7/13/1973,19.93
7/14/1973,19.29
7/15/1973,18.8
7/16/1973,18.05
7/17/1973,17.6
7/18/1973,17.92
7/19/1973,17.83
7/20/1973,17.35
7/21/1973,16.38
7/22/1973,15.34
7/23/1973,14.48
7/24/1973,13.91
7/25/1973,13.27
7/26/1973,12.97
7/27/1973,12.19
7/28/1973,11.72
7/29/1973,11.09
7/30/1973,10.69
7/31/1973,10.08
8/1/1973,8.839
8/2/1973,8.042
8/3/1973,6.89
8/4/1973,6.308
8/5/1973,6.265
8/6/1973,6.121
8/7/1973,5.41
8/8/1973,4.829
8/9/1973,4.46
8/10/1973,4.111
8/11/1973,3.848
8/12/1973,3.963
8/13/1973,3.82
8/14/1973,3.471
8/15/1973,3.21
8/16/1973,2.906
8/17/1973,2.521
8/18/1973,2.425
8/19/1973,6.283
8/20/1973,13.51
8/21/1973,16.25
8/22/1973,16.52
8/23/1973,18.04
8/24/1973,19.55
8/25/1973,19.46
8/26/1973,20.3
8/27/1973,14.25
8/28/1973,17.03
8/29/1973,13.91
8/30/1973,10.9
8/31/1973,46.62
9/1/1973,29.99
9/2/1973,20.55
9/3/1973,15.68
9/4/1973,12.9
9/5/1973,11.1
9/6/1973,9.932
9/7/1973,10.43
9/8/1973,9.429
9/9/1973,8.676
9/10/1973,8.124
9/11/1973,7.72
9/12/1973,7.428
9/13/1973,7.194
9/14/1973,7.002
9/15/1973,14.72
9/16/1973,18.89
9/17/1973,28.83
9/18/1973,21.72
9/19/1973,16.03
9/20/1973,12.74
9/21/1973,10.7
9/22/1973,9.503
9/23/1973,31.36
9/24/1973,165.8
9/25/1973,100.1
9/26/1973,56
9/27/1973,40.64
9/28/1973,30.13
9/29/1973,24.06
9/30/1973,20.46
10/1/1973,18.2
10/2/1973,16.82
10/3/1973,15.82
10/4/1973,15.19
10/5/1973,14.7
10/6/1973,14.32
10/7/1973,13.99
10/8/1973,13.72
10/9/1973,13.47
10/10/1973,13.23
10/11/1973,13
10/12/1973,12.8
10/13/1973,12.59
10/14/1973,25.14
10/15/1973,72.28
10/16/1973,31.44
10/17/1973,24.33
10/18/1973,20.14
10/19/1973,17.59
10/20/1973,16.13
10/21/1973,15.06
10/22/1973,83.64
10/23/1973,40.95
10/24/1973,29.18
10/25/1973,23.73
10/26/1973,20.59
10/27/1973,18.61
10/28/1973,51.17
10/29/1973,117.2
10/30/1973,42.64
10/31/1973,32.82
11/1/1973,27.21
11/2/1973,23.85
11/3/1973,60.21
11/4/1973,32.81
11/5/1973,27.53
11/6/1973,24.41
11/7/1973,22.44
11/8/1973,21.29
11/9/1973,20.4
11/10/1973,19.79
11/11/1973,19.33
11/12/1973,18.94
11/13/1973,18.6
11/14/1973,18.28
11/15/1973,17.99
11/16/1973,17.73
11/17/1973,20.07
11/18/1973,121.1
11/19/1973,39.34
11/20/1973,30.87
11/21/1973,26.23
11/22/1973,23.41
11/23/1973,21.67
11/24/1973,33.41
11/25/1973,31.52
11/26/1973,216.6
11/27/1973,178.9
11/28/1973,98.99
11/29/1973,65.32
11/30/1973,429.1
12/1/1973,107.5
12/2/1973,71.95
12/3/1973,61.02
12/4/1973,56.05
12/5/1973,48.66
12/6/1973,45.09
12/7/1973,46.54
12/8/1973,50.51
12/9/1973,250.7
12/10/1973,74.14
12/11/1973,59.8
12/12/1973,52.44
12/13/1973,48.05
12/14/1973,48.89
12/15/1973,220.3
12/16/1973,98.78
12/17/1973,136
12/18/1973,477.7
12/19/1973,133.5
12/20/1973,87.34
12/21/1973,177.2
12/22/1973,404.5
12/23/1973,119.1
12/24/1973,93.4
12/25/1973,80
12/26/1973,72.81
12/27/1973,73.5
12/28/1973,69.49
12/29/1973,65.78
12/30/1973,63.43
12/31/1973,61.86
1/1/1974,60.74
1/2/1974,59.88
1/3/1974,59.51
1/4/1974,66.5
1/5/1974,69.54
1/6/1974,133.2
1/7/1974,166.2
1/8/1974,90.08
1/9/1974,152.2
1/10/1974,100.8
1/11/1974,107
1/12/1974,83.56
1/13/1974,79.84
1/14/1974,74.69
1/15/1974,78.17
1/16/1974,89.38
1/17/1974,96.65
1/18/1974,116.5
1/19/1974,105.3
1/20/1974,88.54
1/21/1974,81.83
1/22/1974,77.12
1/23/1974,74.32
1/24/1974,72.15
1/25/1974,70.7
1/26/1974,70.42
1/27/1974,69.97
1/28/1974,78.1
1/29/1974,72.25
1/30/1974,76.64
1/31/1974,122.2
2/1/1974,86.01
2/2/1974,77.95
2/3/1974,73.1
2/4/1974,69.95
2/5/1974,69.88
2/6/1974,67.75
2/7/1974,66.38
2/8/1974,64.73
2/9/1974,63.24
2/10/1974,63.1
2/11/1974,65.92
2/12/1974,62.93
2/13/1974,60.79
2/14/1974,59.09
2/15/1974,71.1
2/16/1974,58.99
2/17/1974,57.07
2/18/1974,55.61
2/19/1974,54.33
2/20/1974,54.09
2/21/1974,54.71
2/22/1974,57.16
2/23/1974,217.8
2/24/1974,106.5
2/25/1974,65.04
2/26/1974,58.86
2/27/1974,55.56
2/28/1974,58.98
3/1/1974,75.26
3/2/1974,94.73
3/3/1974,63.29
3/4/1974,66.41
3/5/1974,58.18
3/6/1974,66.87
3/7/1974,78.9
3/8/1974,62.13
3/9/1974,56.4
3/10/1974,97.04
3/11/1974,68.24
3/12/1974,60.35
3/13/1974,70.31
3/14/1974,170
3/15/1974,75.38
3/16/1974,65.01
3/17/1974,68.5
3/18/1974,60.67
3/19/1974,78.22
3/20/1974,205.3
3/21/1974,80.63
3/22/1974,68.78
3/23/1974,62.28
3/24/1974,64.23
3/25/1974,69.15
3/26/1974,61.52
3/27/1974,57.62
3/28/1974,55.04
3/29/1974,53.22
3/30/1974,55.07
3/31/1974,52.71
4/1/1974,50.95
4/2/1974,49.67
4/3/1974,48.68
4/4/1974,66.76
4/5/1974,328.3
4/6/1974,145
4/7/1974,100.6
4/8/1974,79.13
4/9/1974,68.25
4/10/1974,61.62
4/11/1974,64.48
4/12/1974,58.74
4/13/1974,55.35
4/14/1974,59
4/15/1974,54.92
4/16/1974,52.33
4/17/1974,122.6
4/18/1974,214.1
4/19/1974,84.88
4/20/1974,70.59
4/21/1974,62.75
4/22/1974,57.96
4/23/1974,54.77
4/24/1974,52.59
4/25/1974,50.88
4/26/1974,144.1
4/27/1974,174
4/28/1974,82.16
4/29/1974,69.24
4/30/1974,68.26
5/1/1974,70.44
5/2/1974,62.12
5/3/1974,57.27
5/4/1974,54.19
5/5/1974,51.98
5/6/1974,58.77
5/7/1974,56.55
5/8/1974,63.41
5/9/1974,56.03
5/10/1974,59
5/11/1974,53.53
5/12/1974,50.21
5/13/1974,47.99
5/14/1974,46.37
5/15/1974,45.12
5/16/1974,63.37
5/17/1974,104.9
5/18/1974,70.87
5/19/1974,120.2
5/20/1974,168
5/21/1974,133.3
5/22/1974,84.52
5/23/1974,70.09
5/24/1974,61.7
5/25/1974,56.51
5/26/1974,57.63
5/27/1974,67.57
5/28/1974,57.75
5/29/1974,53.39
5/30/1974,50.5
5/31/1974,48.48
6/1/1974,46.99
6/2/1974,45.84
6/3/1974,44.8
6/4/1974,43.9
6/5/1974,43.08
6/6/1974,42.28
6/7/1974,41.49
6/8/1974,40.74
6/9/1974,39.98
6/10/1974,39.16
6/11/1974,38.54
6/12/1974,37.66
6/13/1974,36.84
6/14/1974,36.08
6/15/1974,35.36
6/16/1974,49.38
6/17/1974,42.15
6/18/1974,101.2
6/19/1974,57.08
6/20/1974,47.41
6/21/1974,41.58
6/22/1974,37.9
6/23/1974,35.51
6/24/1974,33.71
6/25/1974,32.23
6/26/1974,31.16
6/27/1974,30.05
6/28/1974,29.12
6/29/1974,28.33
6/30/1974,27.68
7/1/1974,26.9
7/2/1974,26.23
7/3/1974,32.16
7/4/1974,28.48
7/5/1974,26.53
7/6/1974,24.98
7/7/1974,23.92
7/8/1974,23.07
7/9/1974,22.29
7/10/1974,21.49
7/11/1974,20.64
7/12/1974,20.04
7/13/1974,19.48
7/14/1974,18.89
7/15/1974,18.17
7/16/1974,17.14
7/17/1974,16.13
7/18/1974,14.83
7/19/1974,13.44
7/20/1974,12.58
7/21/1974,12.17
7/22/1974,11.6
7/23/1974,10.7
7/24/1974,10.3
7/25/1974,9.813
7/26/1974,8.773
7/27/1974,7.771
7/28/1974,7.083
7/29/1974,6.145
7/30/1974,11.88
7/31/1974,8.939
8/1/1974,7.084
8/2/1974,5.791
8/3/1974,5.05
8/4/1974,4.523
8/5/1974,4.108
8/6/1974,3.644
8/7/1974,3.429
8/8/1974,3.3
8/9/1974,3.133
8/10/1974,3.112
8/11/1974,2.951
8/12/1974,2.721
8/13/1974,2.505
8/14/1974,2.357
8/15/1974,2.212
8/16/1974,2.183
8/17/1974,2.343
8/18/1974,9.824
8/19/1974,14.18
8/20/1974,9.316
8/21/1974,6.526
8/22/1974,4.813
8/23/1974,3.892
8/24/1974,11.59
8/25/1974,8.044
8/26/1974,5.92
8/27/1974,4.626
8/28/1974,3.806
8/29/1974,3.221
8/30/1974,2.752
8/31/1974,2.413
9/1/1974,2.167
9/2/1974,2.066
9/3/1974,1.804
9/4/1974,1.99
9/5/1974,1.82
9/6/1974,1.82
9/7/1974,1.694
9/8/1974,1.462
9/9/1974,1.494
9/10/1974,1.262
9/11/1974,1.387
9/12/1974,9.124
9/13/1974,10.45
9/14/1974,6.76
9/15/1974,4.698
9/16/1974,3.536
9/17/1974,2.809
9/18/1974,2.312
9/19/1974,4.412
9/20/1974,9.85
9/21/1974,6.497
9/22/1974,4.56
9/23/1974,3.42
9/24/1974,2.731
9/25/1974,7.623
9/26/1974,5.169
9/27/1974,3.812
9/28/1974,2.883
9/29/1974,2.434
9/30/1974,2.007
10/1/1974,1.722
10/2/1974,1.83
10/3/1974,10.6
10/4/1974,62
10/5/1974,23.67
10/6/1974,15.27
10/7/1974,10.61
10/8/1974,7.933
10/9/1974,6.31
10/10/1974,5.345
10/11/1974,44.06
10/12/1974,31.14
10/13/1974,19.47
10/14/1974,28.32
10/15/1974,18.14
10/16/1974,13.73
10/17/1974,11.22
10/18/1974,9.739
10/19/1974,8.786
10/20/1974,8.209
10/21/1974,15.31
10/22/1974,81.75
10/23/1974,42.57
10/24/1974,27.06
10/25/1974,20.41
10/26/1974,43.35
10/27/1974,24.4
10/28/1974,83.06
10/29/1974,32.48
10/30/1974,25.13
10/31/1974,20.85
11/1/1974,18.31
11/2/1974,16.79
11/3/1974,15.72
11/4/1974,15.07
11/5/1974,14.6
11/6/1974,14.28
11/7/1974,13.98
11/8/1974,13.75
11/9/1974,13.51
11/10/1974,13.3
11/11/1974,33.61
11/12/1974,34.5
11/13/1974,123.9
11/14/1974,41.49
11/15/1974,31.38
11/16/1974,25.76
11/17/1974,45
11/18/1974,29.82
11/19/1974,25.22
11/20/1974,22.61
11/21/1974,153.5
11/22/1974,44.36
11/23/1974,98.45
11/24/1974,48.09
11/25/1974,38.2
11/26/1974,32.45
11/27/1974,61.23
11/28/1974,513.6
11/29/1974,225.1
11/30/1974,376.1
12/1/1974,115.4
12/2/1974,196.1
12/3/1974,258.7
12/4/1974,229.7
12/5/1974,111.9
12/6/1974,108.3
12/7/1974,111.1
12/8/1974,183.8
12/9/1974,157.7
12/10/1974,95.96
12/11/1974,90.35
12/12/1974,82.84
12/13/1974,88.06
12/14/1974,81.45
12/15/1974,79
12/16/1974,89.36
12/17/1974,82.98
12/18/1974,83.3
12/19/1974,148
12/20/1974,100.9
12/21/1974,91.75
12/22/1974,83.36
12/23/1974,82.35
12/24/1974,77.96
12/25/1974,75.04
12/26/1974,73.2
12/27/1974,74.82
12/28/1974,75.3
12/29/1974,111.9
12/30/1974,95.13
12/31/1974,83.83
1/1/1975,78.33
1/2/1975,74.91
1/3/1975,72.61
1/4/1975,70.94
1/5/1975,69.59
1/6/1975,75.55
1/7/1975,101.6
1/8/1975,136.4
1/9/1975,126.4
1/10/1975,92.21
1/11/1975,122.6
1/12/1975,74.03
1/13/1975,66.04
1/14/1975,157.5
1/15/1975,142.2
1/16/1975,68.79
1/17/1975,112.6
1/18/1975,119.6
1/19/1975,78.9
1/20/1975,296.2
1/21/1975,105.9
1/22/1975,107.6
1/23/1975,113.9
1/24/1975,106.9
1/25/1975,100.5
1/26/1975,87.01
1/27/1975,167
1/28/1975,192.5
1/29/1975,100.6
1/30/1975,88.2
1/31/1975,92.12
2/1/1975,82.04
2/2/1975,77.07
2/3/1975,73.83
2/4/1975,71.61
2/5/1975,69.91
2/6/1975,68.57
2/7/1975,67.4
2/8/1975,66.33
2/9/1975,65.33
2/10/1975,64.39
2/11/1975,63.39
2/12/1975,62.42
2/13/1975,61.46
2/14/1975,60.52
2/15/1975,59.57
2/16/1975,58.63
2/17/1975,60.22
2/18/1975,61.32
2/19/1975,58.78
2/20/1975,56.9
2/21/1975,55.41
2/22/1975,66.57
2/23/1975,119.3
2/24/1975,71.24
2/25/1975,63.73
2/26/1975,68.83
2/27/1975,58.79
2/28/1975,57.79
3/1/1975,54.73
3/2/1975,52.83
3/3/1975,51.4
3/4/1975,50.01
3/5/1975,48.81
3/6/1975,49.26
3/7/1975,58.14
3/8/1975,93.35
3/9/1975,66.72
3/10/1975,58.01
3/11/1975,62.19
3/12/1975,55.17
3/13/1975,50.97
3/14/1975,65.49
3/15/1975,103.1
3/16/1975,59.3
3/17/1975,53.75
3/18/1975,101.9
3/19/1975,120.9
3/20/1975,117.2
3/21/1975,80.35
3/22/1975,101.2
3/23/1975,170.3
3/24/1975,93.7
3/25/1975,76.67
3/26/1975,67.88
3/27/1975,62.57
3/28/1975,59.17
3/29/1975,56.91
3/30/1975,55.33
3/31/1975,54.09
4/1/1975,53.04
4/2/1975,52.12
4/3/1975,51.28
4/4/1975,57.76
4/5/1975,53.94
4/6/1975,51.62
4/7/1975,50.05
4/8/1975,48.72
4/9/1975,47.78
4/10/1975,137.5
4/11/1975,66.86
4/12/1975,140.6
4/13/1975,72.66
4/14/1975,83.36
4/15/1975,65.39
4/16/1975,58.5
4/17/1975,54.27
4/18/1975,51.47
4/19/1975,49.49
4/20/1975,48.01
4/21/1975,46.82
4/22/1975,45.64
4/23/1975,44.75
4/24/1975,43.95
4/25/1975,43.06
4/26/1975,61.1
4/27/1975,50.04
4/28/1975,46.16
4/29/1975,43.7
4/30/1975,41.87
5/1/1975,40.51
5/2/1975,44.79
5/3/1975,51.34
5/4/1975,78.77
5/5/1975,124.4
5/6/1975,102.6
5/7/1975,79.97
5/8/1975,63.14
5/9/1975,54.28
5/10/1975,48.93
5/11/1975,45.56
5/12/1975,43.34
5/13/1975,41.58
5/14/1975,40.41
5/15/1975,39.56
5/16/1975,38.59
5/17/1975,37.87
5/18/1975,37.05
5/19/1975,36.45
5/20/1975,35.73
5/21/1975,35.04
5/22/1975,37.42
5/23/1975,35.48
5/24/1975,34.08
5/25/1975,33.07
5/26/1975,32.23
5/27/1975,31.37
5/28/1975,37.6
5/29/1975,34.09
5/30/1975,31.96
5/31/1975,30.35
6/1/1975,58.65
6/2/1975,40.61
6/3/1975,62.13
6/4/1975,42.52
6/5/1975,36.36
6/6/1975,32.65
6/7/1975,30.17
6/8/1975,28.4
6/9/1975,27.04
6/10/1975,26.13
6/11/1975,29.48
6/12/1975,27.08
6/13/1975,25.41
6/14/1975,24.3
6/15/1975,23.31
6/16/1975,32.78
6/17/1975,27.7
6/18/1975,24.79
6/19/1975,22.7
6/20/1975,21.23
6/21/1975,20.23
6/22/1975,19.53
6/23/1975,18.83
6/24/1975,18.12
6/25/1975,17.44
6/26/1975,16.89
6/27/1975,16.34
6/28/1975,15.69
6/29/1975,15.26
6/30/1975,14.87
7/1/1975,14.34
7/2/1975,14
7/3/1975,13.62
7/4/1975,13.06
7/5/1975,12.47
7/6/1975,11.94
7/7/1975,11.04
7/8/1975,9.917
7/9/1975,9.185
7/10/1975,8.043
7/11/1975,7.516
7/12/1975,7.188
7/13/1975,10.92
7/14/1975,14.38
7/15/1975,55.83
7/16/1975,178.1
7/17/1975,148
7/18/1975,145.6
7/19/1975,67.15
7/20/1975,45.93
7/21/1975,41.16
7/22/1975,38.15
7/23/1975,30.48
7/24/1975,26.03
7/25/1975,23.29
7/26/1975,21.5
7/27/1975,20.26
7/28/1975,19.41
7/29/1975,18.75
7/30/1975,18.25
7/31/1975,17.9
8/1/1975,26.19
8/2/1975,25.23
8/3/1975,21.92
8/4/1975,19.81
8/5/1975,18.51
8/6/1975,20.35
8/7/1975,18.63
8/8/1975,24.33
8/9/1975,20.8
8/10/1975,18.74
8/11/1975,17.41
8/12/1975,26.45
8/13/1975,21.67
8/14/1975,19.04
8/15/1975,17.29
8/16/1975,16.2
8/17/1975,15.37
8/18/1975,14.78
8/19/1975,14.17
8/20/1975,13.75
8/21/1975,13.34
8/22/1975,12.94
8/23/1975,12.28
8/24/1975,11.44
8/25/1975,11.05
8/26/1975,10.62
8/27/1975,10.08
8/28/1975,9.748
8/29/1975,9.357
8/30/1975,8.932
8/31/1975,14.53
9/1/1975,11.92
9/2/1975,10.26
9/3/1975,9.248
9/4/1975,8.436
9/5/1975,7.82
9/6/1975,7.455
9/7/1975,7.212
9/8/1975,6.719
9/9/1975,6.392
9/10/1975,6.032
9/11/1975,5.813
9/12/1975,5.45
9/13/1975,5.171
9/14/1975,4.951
9/15/1975,4.534
9/16/1975,5.533
9/17/1975,9.116
9/18/1975,6.314
9/19/1975,4.761
9/20/1975,3.79
9/21/1975,3.335
9/22/1975,2.911
9/23/1975,2.813
9/24/1975,2.651
9/25/1975,2.536
9/26/1975,2.423
9/27/1975,2.367
9/28/1975,27.33
9/29/1975,45.96
9/30/1975,148.4
10/1/1975,40.14
10/2/1975,26.5
10/3/1975,18.99
10/4/1975,14.69
10/5/1975,12.06
10/6/1975,10.47
10/7/1975,9.495
10/8/1975,16.63
10/9/1975,62.89
10/10/1975,30.85
10/11/1975,31.68
10/12/1975,22.73
10/13/1975,26.97
10/14/1975,20.44
10/15/1975,16.98
10/16/1975,25.04
10/17/1975,75.42
10/18/1975,121.3
10/19/1975,95.74
10/20/1975,47.21
10/21/1975,54.19
10/22/1975,70.13
10/23/1975,69.51
10/24/1975,458.4
10/25/1975,84.38
10/26/1975,82.98
10/27/1975,110.4
10/28/1975,60.89
10/29/1975,49.64
10/30/1975,43.23
10/31/1975,39.35
11/1/1975,43.63
11/2/1975,45.39
11/3/1975,40.75
11/4/1975,38.05
11/5/1975,36.39
11/6/1975,35.5
11/7/1975,35.3
11/8/1975,36.55
11/9/1975,40.84
11/10/1975,38.44
11/11/1975,36.31
11/12/1975,35.07
11/13/1975,36.52
11/14/1975,35.04
11/15/1975,33.85
11/16/1975,33.1
11/17/1975,33.59
11/18/1975,56.89
11/19/1975,41.34
11/20/1975,37.51
11/21/1975,35.17
11/22/1975,33.81
11/23/1975,33.09
11/24/1975,32.28
11/25/1975,32.88
11/26/1975,38.29
11/27/1975,41.73
11/28/1975,54.03
11/29/1975,47.53
11/30/1975,42.04
12/1/1975,37.77
12/2/1975,35.58
12/3/1975,258.2
12/4/1975,477.5
12/5/1975,101.2
12/6/1975,73.88
12/7/1975,63.37
12/8/1975,57.35
12/9/1975,53.52
12/10/1975,48.27
12/11/1975,44.88
12/12/1975,44.62
12/13/1975,49.29
12/14/1975,45.82
12/15/1975,43.55
12/16/1975,93.46
12/17/1975,56.87
12/18/1975,50.23
12/19/1975,46.34
12/20/1975,43.83
12/21/1975,42.37
12/22/1975,51.8
12/23/1975,57.33
12/24/1975,53.84
12/25/1975,127.2
12/26/1975,64.31
12/27/1975,56.21
12/28/1975,63.21
12/29/1975,89.89
12/30/1975,62.37
12/31/1975,55.53
1/1/1976,52.54
1/2/1976,50.79
1/3/1976,48.46
1/4/1976,46.75
1/5/1976,46.2
1/6/1976,53.89
1/7/1976,46.99
1/8/1976,73.34
1/9/1976,120.5
1/10/1976,245.2
1/11/1976,70.08
1/12/1976,113.3
1/13/1976,54.68
1/14/1976,49.89
1/15/1976,47.51
1/16/1976,226
1/17/1976,149.2
1/18/1976,53.61
1/19/1976,236.8
1/20/1976,89.85
1/21/1976,78.64
1/22/1976,132.3
1/23/1976,50.84
1/24/1976,46.47
1/25/1976,44.15
1/26/1976,84.53
1/27/1976,49.86
1/28/1976,82.29
1/29/1976,557.2
1/30/1976,469
1/31/1976,85.51
2/1/1976,255.5
2/2/1976,418.9
2/3/1976,155.8
2/4/1976,76.39
2/5/1976,61.36
2/6/1976,61.4
2/7/1976,79.02
2/8/1976,348.5
2/9/1976,277.9
2/10/1976,87.44
2/11/1976,69.75
2/12/1976,215.2
2/13/1976,154.1
2/14/1976,164.5
2/15/1976,98.73
2/16/1976,77.98
2/17/1976,69.3
2/18/1976,153.1
2/19/1976,142.4
2/20/1976,113.2
2/21/1976,78.84
2/22/1976,72.08
2/23/1976,83.02
2/24/1976,94.04
2/25/1976,99.9
2/26/1976,89.55
2/27/1976,158.9
2/28/1976,102.2
2/29/1976,91.45
3/1/1976,82.32
3/2/1976,181.5
3/3/1976,120.5
3/4/1976,101.9
3/5/1976,89.92
3/6/1976,93.88
3/7/1976,96.46
3/8/1976,89.23
3/9/1976,82.99
3/10/1976,79.11
3/11/1976,76.55
3/12/1976,74.73
3/13/1976,73.35
3/14/1976,72.09
3/15/1976,71.19
3/16/1976,217.7
3/17/1976,91.21
3/18/1976,89.37
3/19/1976,93.23
3/20/1976,87.56
3/21/1976,81.25
3/22/1976,76.67
3/23/1976,73.59
3/24/1976,71.46
3/25/1976,69.68
3/26/1976,68.22
3/27/1976,71.68
3/28/1976,68.61
3/29/1976,66.43
3/30/1976,68.7
3/31/1976,65.79
4/1/1976,63.67
4/2/1976,62.06
4/3/1976,60.66
4/4/1976,59.33
4/5/1976,58.12
4/6/1976,75.02
4/7/1976,80.64
4/8/1976,67.88
4/9/1976,62.55
4/10/1976,59.1
4/11/1976,56.68
4/12/1976,54.79
4/13/1976,108.1
4/14/1976,86.54
4/15/1976,69.11
4/16/1976,62.07
4/17/1976,57.65
4/18/1976,54.68
4/19/1976,60.16
4/20/1976,363.7
4/21/1976,117.8
4/22/1976,83.38
4/23/1976,70.89
4/24/1976,63.33
4/25/1976,87.39
4/26/1976,65.93
4/27/1976,73.72
4/28/1976,67.27
4/29/1976,141.3
4/30/1976,74.74
5/1/1976,65.13
5/2/1976,59.62
5/3/1976,56.04
5/4/1976,53.73
5/5/1976,51.9
5/6/1976,50.51
5/7/1976,49.27
5/8/1976,48.19
5/9/1976,47.22
5/10/1976,46.31
5/11/1976,45.45
5/12/1976,44.64
5/13/1976,43.7
5/14/1976,42.94
5/15/1976,42.22
5/16/1976,41.4
5/17/1976,40.65
5/18/1976,47.92
5/19/1976,107.8
5/20/1976,69.36
5/21/1976,56.68
5/22/1976,49.54
5/23/1976,45.09
5/24/1976,42.23
5/25/1976,40.22
5/26/1976,38.6
5/27/1976,47.76
5/28/1976,41.91
5/29/1976,38.91
5/30/1976,36.73
5/31/1976,48.65
6/1/1976,63.04
6/2/1976,46.27
6/3/1976,40.87
6/4/1976,37.26
6/5/1976,61.26
6/6/1976,43.58
6/7/1976,38.56
6/8/1976,35.29
6/9/1976,33.1
6/10/1976,31.45
6/11/1976,30.04
6/12/1976,29.03
6/13/1976,28.24
6/14/1976,32.09
6/15/1976,29.57
6/16/1976,32.45
6/17/1976,29.18
6/18/1976,36.19
6/19/1976,30.71
6/20/1976,45.05
6/21/1976,39.7
6/22/1976,53.35
6/23/1976,37.58
6/24/1976,31.9
6/25/1976,28.21
6/26/1976,26.08
6/27/1976,24.46
6/28/1976,23.18
6/29/1976,22.3
6/30/1976,21.44
7/1/1976,20.81
7/2/1976,20.25
7/3/1976,19.68
7/4/1976,21
7/5/1976,20.73
7/6/1976,19.4
7/7/1976,18.27
7/8/1976,17.89
7/9/1976,19.07
7/10/1976,18.16
7/11/1976,16.51
7/12/1976,15.45
7/13/1976,14.81
7/14/1976,13.9
7/15/1976,13.12
7/16/1976,12.29
7/17/1976,11.19
7/18/1976,11.17
7/19/1976,10.54
7/20/1976,9.818
7/21/1976,9.1
7/22/1976,8.725
7/23/1976,8.125
7/24/1976,7.693
7/25/1976,7.079
7/26/1976,6.437
7/27/1976,5.828
7/28/1976,5.44
7/29/1976,4.992
7/30/1976,4.419
7/31/1976,3.93
8/1/1976,3.724
8/2/1976,3.557
8/3/1976,3.425
8/4/1976,3.231
8/5/1976,3.029
8/6/1976,2.804
8/7/1976,2.655
8/8/1976,2.366
8/9/1976,2.258
8/10/1976,2.213
8/11/1976,2.169
8/12/1976,2.174
8/13/1976,1.862
8/14/1976,2.003
8/15/1976,1.765
8/16/1976,2.017
8/17/1976,1.689
8/18/1976,1.608
8/19/1976,1.575
8/20/1976,1.76
8/21/1976,1.803
8/22/1976,1.781
8/23/1976,1.689
8/24/1976,1.335
8/25/1976,1.048
8/26/1976,1.101
8/27/1976,1.004
8/28/1976,1.231
8/29/1976,1.268
8/30/1976,1.254
8/31/1976,1.117
9/1/1976,0.97
9/2/1976,0.889
9/3/1976,1.134
9/4/1976,1.011
9/5/1976,1.025
9/6/1976,1.019
9/7/1976,1.026
9/8/1976,0.878
9/9/1976,0.908
9/10/1976,0.632
9/11/1976,0.828
9/12/1976,0.671
9/13/1976,0.693
9/14/1976,0.704
9/15/1976,0.616
9/16/1976,0.58
9/17/1976,0.595
9/18/1976,0.645
9/19/1976,0.645
9/20/1976,0.591
9/21/1976,0.639
9/22/1976,0.545
9/23/1976,0.644
9/24/1976,0.566
9/25/1976,0.587
9/26/1976,16.66
9/27/1976,23.93
9/28/1976,14.5
9/29/1976,9.314
9/30/1976,9.544
10/1/1976,6.616
10/2/1976,4.787
10/3/1976,3.713
10/4/1976,3.027
10/5/1976,34.56
10/6/1976,17.62
10/7/1976,11.63
10/8/1976,8.414
10/9/1976,6.463
10/10/1976,6.588
10/11/1976,5.28
10/12/1976,4.4
10/13/1976,3.906
10/14/1976,3.486
10/15/1976,3.764
10/16/1976,3.437
10/17/1976,3.1
10/18/1976,2.961
10/19/1976,2.807
10/20/1976,2.693
10/21/1976,2.601
10/22/1976,8.736
10/23/1976,6.066
10/24/1976,4.615
10/25/1976,3.941
10/26/1976,26.35
10/27/1976,45.61
10/28/1976,20.57
10/29/1976,14.86
10/30/1976,11.51
10/31/1976,11.99
11/1/1976,15.64
11/2/1976,12.22
11/3/1976,15.5
11/4/1976,11.79
11/5/1976,9.669
11/6/1976,8.557
11/7/1976,10.31
11/8/1976,9.491
11/9/1976,8.712
11/10/1976,17.36
11/11/1976,12.54
11/12/1976,11.09
11/13/1976,10.54
11/14/1976,9.918
11/15/1976,8.704
11/16/1976,8.594
11/17/1976,8.016
11/18/1976,10.48
11/19/1976,9.59
11/20/1976,58.81
11/21/1976,22
11/22/1976,17.1
11/23/1976,14.31
11/24/1976,12.86
11/25/1976,11.61
11/26/1976,14.48
11/27/1976,13.36
11/28/1976,11.7
11/29/1976,10.83
11/30/1976,11.44
12/1/1976,37.98
12/2/1976,34.96
12/3/1976,24.81
12/4/1976,142
12/5/1976,66.99
12/6/1976,38.63
12/7/1976,29.66
12/8/1976,28.31
12/9/1976,44.57
12/10/1976,30.62
12/11/1976,27.74
12/12/1976,30.27
12/13/1976,160
12/14/1976,168.6
12/15/1976,438.5
12/16/1976,90.11
12/17/1976,67.11
12/18/1976,53.61
12/19/1976,49.07
12/20/1976,80.38
12/21/1976,109.9
12/22/1976,64.18
12/23/1976,55.32
12/24/1976,50.07
12/25/1976,47.58
12/26/1976,44.49
